,product,num_users
318,3544,41
319,5073,4
320,6149,47
321,7863,42
322,14,29
323,10247,3
324,3544,1
325,5073,37
326,6149,34
327,7863,19
328,14,2
329,10247,74
330,3544,90
331,5073,61
332,6149,15
333,7863,58
334,14,23
335,10247,4
336,3544,53
337,5073,6
338,6149,22
339,7863,76
340,14,17
341,10247,10
342,3544,75
343,5073,6
344,6149,4
345,7863,25
346,14,27
347,10247,20
348,3544,33
349,5073,59
350,6149,10
351,7863,31
352,14,73
353,10247,56
354,3544,99
355,5073,9
356,6149,30
357,7863,30
358,14,78
359,10247,37
360,3544,1
361,5073,60
362,6149,41
363,7863,28
364,14,1
365,10247,39
366,3544,14
367,5073,46
368,6149,25
369,7863,29
370,14,83
371,10247,78
372,3544,55
373,5073,40
374,6149,17
375,7863,25
376,14,1
377,10247,20
378,3544,23
379,5073,12
380,6149,12
381,7863,3
382,14,1
383,10247,12
384,3544,61
385,5073,41
386,6149,58
387,7863,6
388,14,61
389,10247,45
390,3544,77
391,5073,28
392,6149,3
393,7863,24
394,14,67
395,10247,55
396,3544,33
397,5073,41
398,6149,55
399,7863,35
400,14,85
401,10247,9
402,3544,30
403,5073,11
404,6149,11
405,7863,8
406,14,2
407,10247,45
408,3544,47
409,5073,22
410,6149,85
411,7863,1
412,14,5
413,10247,4
414,3544,72
415,5073,88
416,6149,94
417,7863,44
418,14,60
419,10247,36
420,3544,7
421,5073,11
422,6149,24
423,7863,62
424,14,33
425,10247,62
426,3544,1
427,5073,79
428,6149,29
429,7863,13
430,14,4
431,10247,74
432,3544,91
433,5073,59
434,6149,79
435,7863,37
436,14,62
437,10247,13
438,3544,7
439,5073,67
440,6149,32
441,7863,65
442,14,22
443,10247,19
444,3544,24
445,5073,10
446,6149,5
447,7863,12
448,14,8
449,10247,18
450,3544,4
451,5073,36
452,6149,22
453,7863,15
454,14,57
455,10247,14
456,3544,8
457,5073,11
458,6149,3
459,7863,1
460,14,57
461,10247,27
462,3544,82
463,5073,41
464,6149,74
465,7863,50
466,14,71
467,10247,48
468,3544,32
469,5073,76
470,6149,10
471,7863,36
472,14,87
473,10247,43
474,3544,33
475,5073,37
476,6149,19
477,7863,19
478,14,58
479,10247,28
480,3544,83
481,5073,10
482,6149,8
483,7863,13
484,14,11
485,10247,31
486,3544,33
487,5073,69
488,6149,1
489,7863,22
490,14,62
491,10247,4
492,3544,32
493,5073,2
494,6149,77
495,7863,58
496,14,92
497,10247,95
498,3544,38
499,5073,86
500,6149,14
501,7863,46
502,14,30
503,10247,9
504,3544,14
505,5073,8
506,6149,25
507,7863,33
508,14,8
509,10247,34
510,3544,3
511,5073,46
512,6149,5
513,7863,33
514,14,36
515,10247,10
516,3544,58
517,5073,49
518,6149,3
519,7863,51
520,14,14
521,10247,16
522,3544,34
523,5073,19
524,6149,48
525,7863,83
526,14,22
527,10247,11
528,3544,3
529,5073,49
530,6149,13
531,7863,34
532,14,80
533,10247,49
534,3544,48
535,5073,66
536,6149,5
537,7863,91
538,14,65
539,10247,9
540,3544,25
541,5073,37
542,6149,9
543,7863,2
544,14,93
545,10247,30
546,3544,18
547,5073,36
548,6149,18
549,7863,54
550,14,3
551,10247,5
552,3544,24
553,5073,23
554,6149,39
555,7863,96
556,14,39
557,10247,15
558,3544,70
559,5073,38
560,6149,10
561,7863,39
562,14,7
563,10247,0
564,3544,24
565,5073,3
566,6149,39
567,7863,5
568,14,96
569,10247,71
570,3544,25
571,5073,9
572,6149,28
573,7863,13
574,14,73
575,10247,9
576,3544,59
577,5073,66
578,6149,78
579,7863,78
580,14,69
581,10247,37
582,3544,9
583,5073,60
584,6149,47
585,7863,30
586,14,17
587,10247,68
588,3544,36
589,5073,45
590,6149,54
591,7863,57
592,14,5
593,10247,40
594,3544,56
595,5073,39
596,6149,32
597,7863,99
598,14,81
599,10247,8
600,3544,45
601,5073,55
602,6149,47
603,7863,76
604,14,30
605,10247,6
606,3544,74
607,5073,23
608,6149,26
609,7863,5
610,14,67
611,10247,27
612,3544,6
613,5073,37
614,6149,23
615,7863,22
616,14,53
617,10247,46
618,3544,6
619,5073,87
620,6149,18
621,7863,90
622,14,64
623,10247,26
624,3544,13
625,5073,32
626,6149,1
627,7863,79
628,14,7
629,10247,9
630,3544,60
631,5073,68
632,6149,34
633,7863,41
634,14,63
635,10247,22
636,3544,28
637,5073,66
638,6149,15
639,7863,51
640,14,0
641,10247,8
642,3544,15
643,5073,15
644,6149,2
645,7863,71
646,14,97
647,10247,82
648,3544,46
649,5073,45
650,6149,26
651,7863,4
652,14,19
653,10247,69
654,3544,46
655,5073,77
656,6149,47
657,7863,34
658,14,44
659,10247,67
660,3544,62
661,5073,6
662,6149,10
663,7863,34
664,14,5
665,10247,17
666,3544,48
667,5073,10
668,6149,2
669,7863,11
670,14,66
671,10247,56
672,3544,5
673,5073,9
674,6149,22
675,7863,93
676,14,29
677,10247,65
678,3544,23
679,5073,28
680,6149,9
681,7863,77
682,14,20
683,10247,1
684,3544,5
685,5073,4
686,6149,85
687,7863,3
688,14,25
689,10247,20
690,3544,22
691,5073,0
692,6149,6
693,7863,1
694,14,82
695,10247,45
696,3544,44
697,5073,5
698,6149,15
699,7863,57
700,14,5
701,10247,37
702,3544,30
703,5073,43
704,6149,53
705,7863,47
706,14,11
707,10247,12
708,3544,4
709,5073,11
710,6149,2
711,7863,47
712,14,7
713,10247,16
714,3544,25
715,5073,93
716,6149,62
717,7863,46
718,14,16
719,10247,67
720,3544,4
721,5073,10
722,6149,25
723,7863,45
724,14,83
725,10247,20
726,3544,20
727,5073,12
728,6149,17
729,7863,40
730,14,43
731,10247,39
732,3544,38
733,5073,13
734,6149,67
735,7863,4
736,14,32
737,10247,5
738,3544,2
739,5073,21
740,6149,20
741,7863,55
742,14,81
743,10247,2
744,3544,66
745,5073,71
746,6149,68
747,7863,39
748,14,81
749,10247,53
750,3544,74
751,5073,35
752,6149,7
753,7863,30
754,14,72
755,10247,58
756,3544,21
757,5073,67
758,6149,1
759,7863,6
760,14,38
761,10247,6
762,3544,70
763,5073,44
764,6149,69
765,7863,30
766,14,77
767,10247,80
768,3544,28
769,5073,58
770,6149,9
771,7863,28
772,14,8
773,10247,33
774,3544,24
775,5073,82
776,6149,74
777,7863,8
778,14,95
779,10247,15
780,3544,44
781,5073,20
782,6149,98
783,7863,70
784,14,39
785,10247,17
786,3544,10
787,5073,60
788,6149,55
789,7863,13
790,14,49
791,10247,30
792,3544,28
793,5073,43
794,6149,23
795,7863,48
796,14,40
797,10247,12
798,3544,41
799,5073,44
800,6149,15
801,7863,96
802,14,41
803,10247,7
804,3544,17
805,5073,64
806,6149,77
807,7863,6
808,14,58
809,10247,68
810,3544,34
811,5073,97
812,6149,36
813,7863,9
814,14,50
815,10247,28
816,3544,27
817,5073,5
818,6149,10
819,7863,5
820,14,83
821,10247,89
822,3544,1
823,5073,33
824,6149,13
825,7863,26
826,14,8
827,10247,31
828,3544,25
829,5073,83
830,6149,30
831,7863,2
832,14,15
833,10247,28
834,3544,77
835,5073,4
836,6149,44
837,7863,5
838,14,44
839,10247,49
840,3544,7
841,5073,65
842,6149,5
843,7863,4
844,14,19
845,10247,63
846,3544,99
847,5073,13
848,6149,44
849,7863,25
850,14,69
851,10247,9
852,3544,16
853,5073,72
854,6149,63
855,7863,8
856,14,8
857,10247,57
858,3544,56
859,5073,66
860,6149,61
861,7863,68
862,14,17
863,10247,30
864,3544,58
865,5073,67
866,6149,29
867,7863,17
868,14,85
869,10247,6
870,3544,29
871,5073,84
872,6149,6
873,7863,1
874,14,94
875,10247,5
876,3544,13
877,5073,41
878,6149,59
879,7863,82
880,14,76
881,10247,34
882,3544,89
883,5073,22
884,6149,61
885,7863,79
886,14,65
887,10247,97
888,3544,45
889,5073,42
890,6149,55
891,7863,14
892,14,11
893,10247,66
894,3544,28
895,5073,62
896,6149,80
897,7863,95
898,14,26
899,10247,32
900,3544,4
901,5073,46
902,6149,7
903,7863,34
904,14,19
905,10247,54
906,3544,1
907,5073,3
908,6149,30
909,7863,44
910,14,7
911,10247,22
912,3544,38
913,5073,38
914,6149,6
915,7863,57
916,14,90
917,10247,98
918,3544,22
919,5073,19
920,6149,43
921,7863,7
922,14,37
923,10247,9
924,3544,36
925,5073,74
926,6149,14
927,7863,26
928,14,92
929,10247,42
930,3544,10
931,5073,75
932,6149,47
933,7863,97
934,14,70
935,10247,74
936,3544,2
937,5073,93
938,6149,6
939,7863,26
940,14,47
941,10247,9
942,3544,4
943,5073,21
944,6149,28
945,7863,95
946,14,63
947,10247,3
948,3544,6
949,5073,44
950,6149,35
951,7863,16
952,14,34
953,10247,17
954,3544,5
955,5073,35
956,6149,16
957,7863,33
958,14,10
959,10247,72
960,3544,0
961,5073,11
962,6149,91
963,7863,62
964,14,10
965,10247,31
966,3544,7
967,5073,62
968,6149,63
969,7863,82
970,14,12
971,10247,5
972,3544,63
973,5073,39
974,6149,29
975,7863,31
976,14,31
977,10247,3
978,3544,51
979,5073,85
980,6149,66
981,7863,53
982,14,6
983,10247,17
984,3544,80
985,5073,13
986,6149,4
987,7863,96
988,14,86
989,10247,46
990,3544,51
991,5073,26
992,6149,64
993,7863,14
994,14,0
995,10247,38
996,3544,16
997,5073,37
998,6149,16
999,7863,15
1000,14,12
1001,10247,19
1002,3544,0
1003,5073,49
1004,6149,23
1005,7863,65
1006,14,49
1007,10247,92
1008,3544,63
1009,5073,18
1010,6149,10
1011,7863,9
1012,14,97
1013,10247,64
1014,3544,2
1015,5073,41
1016,6149,17
1017,7863,8
1018,14,43
1019,10247,7
1020,3544,48
1021,5073,92
1022,6149,36
1023,7863,41
1024,14,46
1025,10247,30
1026,3544,67
1027,5073,9
1028,6149,24
1029,7863,95
1030,14,74
1031,10247,21
1032,3544,32
1033,5073,6
1034,6149,1
1035,7863,19
1036,14,20
1037,10247,39
1038,3544,24
1039,5073,30
1040,6149,45
1041,7863,61
1042,14,10
1043,10247,91
1044,3544,42
1045,5073,23
1046,6149,18
1047,7863,76
1048,14,3
1049,10247,63
1050,3544,61
1051,5073,88
1052,6149,19
1053,7863,91
1054,14,47
1055,10247,13
1056,3544,67
1057,5073,12
1058,6149,36
1059,7863,9
1060,14,22
1061,10247,41
1062,3544,76
1063,5073,9
1064,6149,9
1065,7863,83
1066,14,66
1067,10247,79
1068,3544,77
1069,5073,20
1070,6149,34
1071,7863,56
1072,14,3
1073,10247,59
1074,3544,19
1075,5073,16
1076,6149,55
1077,7863,38
1078,14,81
1079,10247,1
1080,3544,15
1081,5073,71
1082,6149,67
1083,7863,13
1084,14,1
1085,10247,17
1086,3544,9
1087,5073,10
1088,6149,31
1089,7863,70
1090,14,9
1091,10247,31
1092,3544,27
1093,5073,27
1094,6149,1
1095,7863,21
1096,14,39
1097,10247,1
1098,3544,19
1099,5073,98
1100,6149,63
1101,7863,25
1102,14,6
1103,10247,52
1104,3544,83
1105,5073,8
1106,6149,32
1107,7863,78
1108,14,3
1109,10247,65
1110,3544,55
1111,5073,10
1112,6149,9
1113,7863,98
1114,14,6
1115,10247,8
1116,3544,42
1117,5073,6
1118,6149,7
1119,7863,15
1120,14,14
1121,10247,64
1122,3544,1
1123,5073,51
1124,6149,5
1125,7863,47
1126,14,93
1127,10247,20
1128,3544,4
1129,5073,3
1130,6149,22
1131,7863,67
1132,14,24
1133,10247,11
1134,3544,26
1135,5073,60
1136,6149,9
1137,7863,68
1138,14,19
1139,10247,1
1140,3544,27
1141,5073,19
1142,6149,75
1143,7863,2
1144,14,1
1145,10247,1
1146,3544,36
1147,5073,33
1148,6149,4
1149,7863,39
1150,14,71
1151,10247,26
1152,3544,9
1153,5073,52
1154,6149,58
1155,7863,96
1156,14,15
1157,10247,69
1158,3544,36
1159,5073,36
1160,6149,4
1161,7863,2
1162,14,2
1163,10247,7
1164,3544,85
1165,5073,6
1166,6149,65
1167,7863,39
1168,14,9
1169,10247,24
1170,3544,52
1171,5073,8
1172,6149,9
1173,7863,66
1174,14,55
1175,10247,6
1176,3544,27
1177,5073,2
1178,6149,30
1179,7863,47
1180,14,78
1181,10247,1
1182,3544,15
1183,5073,64
1184,6149,98
1185,7863,70
1186,14,40
1187,10247,27
1188,3544,20
1189,5073,11
1190,6149,16
1191,7863,20
1192,14,28
1193,10247,18
1194,3544,60
1195,5073,99
1196,6149,3
1197,7863,32
1198,14,79
1199,10247,9
1200,3544,84
1201,5073,18
1202,6149,19
1203,7863,90
1204,14,26
1205,10247,18
1206,3544,33
1207,5073,5
1208,6149,99
1209,7863,10
1210,14,11
1211,10247,18
1212,3544,66
1213,5073,63
1214,6149,70
1215,7863,8
1216,14,20
1217,10247,8
1218,3544,45
1219,5073,91
1220,6149,27
1221,7863,49
1222,14,35
1223,10247,43
1224,3544,80
1225,5073,1
1226,6149,21
1227,7863,39
1228,14,34
1229,10247,46
1230,3544,21
1231,5073,30
1232,6149,12
1233,7863,3
1234,14,51
1235,10247,9
1236,3544,26
1237,5073,20
1238,6149,3
1239,7863,78
1240,14,11
1241,10247,10
1242,3544,95
1243,5073,3
1244,6149,16
1245,7863,57
1246,14,38
1247,10247,97
1248,3544,22
1249,5073,33
1250,6149,94
1251,7863,30
1252,14,58
1253,10247,52
1254,3544,16
1255,5073,40
1256,6149,4
1257,7863,22
1258,14,42
1259,10247,5
1260,3544,7
1261,5073,58
1262,6149,12
1263,7863,68
1264,14,20
1265,10247,37
1266,3544,56
1267,5073,97
1268,6149,65
1269,7863,1
1270,14,11
1271,10247,63
1272,3544,5
1273,5073,10
1274,6149,78
1275,7863,81
1276,14,70
1277,10247,95
1278,3544,67
1279,5073,70
1280,6149,7
1281,7863,2
1282,14,51
1283,10247,11
1284,3544,8
1285,5073,17
1286,6149,19
1287,7863,27
1288,14,15
1289,10247,7
1290,3544,2
1291,5073,47
1292,6149,10
1293,7863,63
1294,14,70
1295,10247,16
1296,3544,4
1297,5073,84
1298,6149,14
1299,7863,99
1300,14,62
1301,10247,98
1302,3544,91
1303,5073,59
1304,6149,87
1305,7863,6
1306,14,22
1307,10247,66
1308,3544,99
1309,5073,29
1310,6149,17
1311,7863,21
1312,14,11
1313,10247,85
1314,3544,90
1315,5073,58
1316,6149,63
1317,7863,96
1318,14,71
1319,10247,25
1320,3544,28
1321,5073,4
1322,6149,9
1323,7863,32
1324,14,17
1325,10247,4
1326,3544,4
1327,5073,16
1328,6149,4
1329,7863,29
1330,14,13
1331,10247,5
1332,3544,65
1333,5073,80
1334,6149,44
1335,7863,17
1336,14,10
1337,10247,35
1338,3544,32
1339,5073,81
1340,6149,7
1341,7863,7
1342,14,32
1343,10247,17
1344,3544,38
1345,5073,17
1346,6149,5
1347,7863,18
1348,14,19
1349,10247,93
1350,3544,7
1351,5073,40
1352,6149,17
1353,7863,84
1354,14,32
1355,10247,8
1356,3544,13
1357,5073,71
1358,6149,4
1359,7863,17
1360,14,25
1361,10247,58
1362,3544,71
1363,5073,37
1364,6149,25
1365,7863,11
1366,14,72
1367,10247,36
1368,3544,63
1369,5073,63
1370,6149,20
1371,7863,60
1372,14,32
1373,10247,65
1374,3544,78
1375,5073,8
1376,6149,28
1377,7863,35
1378,14,0
1379,10247,28
1380,3544,16
1381,5073,29
1382,6149,63
1383,7863,89
1384,14,2
1385,10247,94
1386,3544,16
1387,5073,7
1388,6149,13
1389,7863,9
1390,14,60
1391,10247,82
1392,3544,56
1393,5073,5
1394,6149,43
1395,7863,45
1396,14,80
1397,10247,13
1398,3544,89
1399,5073,54
1400,6149,3
1401,7863,34
1402,14,39
1403,10247,28
1404,3544,66
1405,5073,1
1406,6149,14
1407,7863,12
1408,14,32
1409,10247,5
1410,3544,73
1411,5073,65
1412,6149,58
1413,7863,10
1414,14,58
1415,10247,20
1416,3544,4
1417,5073,67
1418,6149,4
1419,7863,20
1420,14,97
1421,10247,60
1422,3544,69
1423,5073,88
1424,6149,57
1425,7863,21
1426,14,88
1427,10247,81
1428,3544,46
1429,5073,46
1430,6149,4
1431,7863,39
1432,14,16
1433,10247,24
1434,3544,72
1435,5073,66
1436,6149,3
1437,7863,11
1438,14,11
1439,10247,8
1440,3544,38
1441,5073,16
1442,6149,17
1443,7863,13
1444,14,10
1445,10247,61
1446,3544,26
1447,5073,7
1448,6149,29
1449,7863,15
1450,14,88
1451,10247,17
1452,3544,65
1453,5073,45
1454,6149,60
1455,7863,64
1456,14,2
1457,10247,56
1458,3544,7
1459,5073,17
1460,6149,5
1461,7863,15
1462,14,40
1463,10247,7
1464,3544,71
1465,5073,73
1466,6149,12
1467,7863,60
1468,14,16
1469,10247,8
1470,3544,11
1471,5073,47
1472,6149,8
1473,7863,17
1474,14,6
1475,10247,91
1476,3544,14
1477,5073,43
1478,6149,64
1479,7863,76
1480,14,80
1481,10247,74
1482,3544,26
1483,5073,53
1484,6149,69
1485,7863,4
1486,14,19
1487,10247,0
1488,3544,71
1489,5073,11
1490,6149,3
1491,7863,21
1492,14,56
1493,10247,20
1494,3544,89
1495,5073,88
1496,6149,31
1497,7863,44
1498,14,68
1499,10247,6
1500,3544,92
1501,5073,71
1502,6149,14
1503,7863,60
1504,14,46
1505,10247,3
1506,3544,97
1507,5073,9
1508,6149,31
1509,7863,63
1510,14,13
1511,10247,55
1512,3544,13
1513,5073,4
1514,6149,22
1515,7863,38
1516,14,12
1517,10247,63
1518,3544,54
1519,5073,49
1520,6149,65
1521,7863,2
1522,14,66
1523,10247,3
1524,3544,76
1525,5073,50
1526,6149,62
1527,7863,51
1528,14,8
1529,10247,69
1530,3544,1
1531,5073,28
1532,6149,1
1533,7863,58
1534,14,3
1535,10247,64
1536,3544,17
1537,5073,79
1538,6149,51
1539,7863,39
1540,14,7
1541,10247,47
1542,3544,93
1543,5073,12
1544,6149,94
1545,7863,46
1546,14,74
1547,10247,37
1548,3544,78
1549,5073,29
1550,6149,22
1551,7863,83
1552,14,21
1553,10247,3
1554,3544,83
1555,5073,15
1556,6149,49
1557,7863,36
1558,14,41
1559,10247,14
1560,3544,40
1561,5073,4
1562,6149,20
1563,7863,3
1564,14,14
1565,10247,1
1566,3544,37
1567,5073,36
1568,6149,85
1569,7863,38
1570,14,14
1571,10247,18
1572,3544,35
1573,5073,98
1574,6149,49
1575,7863,29
1576,14,17
1577,10247,8
1578,3544,39
1579,5073,33
1580,6149,28
1581,7863,22
1582,14,8
1583,10247,1
1584,3544,25
1585,5073,78
1586,6149,80
1587,7863,6
1588,14,21
1589,10247,9
1590,3544,20
1591,5073,16
1592,6149,52
1593,7863,50
1594,14,37
1595,10247,38
1596,3544,34
1597,5073,5
1598,6149,71
1599,7863,3
1600,14,67
1601,10247,7
1602,3544,87
1603,5073,48
1604,6149,12
1605,7863,28
1606,14,6
1607,10247,10
1608,3544,34
1609,5073,47
1610,6149,4
1611,7863,26
1612,14,13
1613,10247,5
1614,3544,80
1615,5073,25
1616,6149,61
1617,7863,50
1618,14,23
1619,10247,81
1620,3544,15
1621,5073,29
1622,6149,24
1623,7863,71
1624,14,8
1625,10247,51
1626,3544,7
1627,5073,90
1628,6149,67
1629,7863,12
1630,14,50
1631,10247,30
1632,3544,62
1633,5073,85
1634,6149,4
1635,7863,68
1636,14,12
1637,10247,30
1638,3544,60
1639,5073,36
1640,6149,21
1641,7863,5
1642,14,22
1643,10247,36
1644,3544,46
1645,5073,99
1646,6149,1
1647,7863,30
1648,14,13
1649,10247,75
1650,3544,37
1651,5073,62
1652,6149,95
1653,7863,77
1654,14,26
1655,10247,16
1656,3544,44
1657,5073,49
1658,6149,47
1659,7863,84
1660,14,5
1661,10247,95
1662,3544,78
1663,5073,2
1664,6149,46
1665,7863,19
1666,14,14
1667,10247,16
1668,3544,82
1669,5073,6
1670,6149,9
1671,7863,50
1672,14,53
1673,10247,64
1674,3544,29
1675,5073,46
1676,6149,81
1677,7863,91
1678,14,10
1679,10247,56
1680,3544,51
1681,5073,15
1682,6149,32
1683,7863,4
1684,14,43
1685,10247,11
1686,3544,21
1687,5073,65
1688,6149,20
1689,7863,5
1690,14,12
1691,10247,35
1692,3544,88
1693,5073,9
1694,6149,38
1695,7863,39
1696,14,11
1697,10247,6
1698,3544,22
1699,5073,59
1700,6149,18
1701,7863,7
1702,14,44
1703,10247,9
1704,3544,25
1705,5073,10
1706,6149,37
1707,7863,62
1708,14,26
1709,10247,4
1710,3544,19
1711,5073,27
1712,6149,78
1713,7863,48
1714,14,60
1715,10247,22
1716,3544,19
1717,5073,9
1718,6149,68
1719,7863,23
1720,14,14
1721,10247,39
1722,3544,62
1723,5073,83
1724,6149,34
1725,7863,12
1726,14,50
1727,10247,4
1728,3544,7
1729,5073,26
1730,6149,41
1731,7863,48
1732,14,59
1733,10247,28
1734,3544,94
1735,5073,4
1736,6149,3
1737,7863,26
1738,14,10
1739,10247,23
1740,3544,80
1741,5073,40
1742,6149,6
1743,7863,28
1744,14,64
1745,10247,38
1746,3544,22
1747,5073,26
1748,6149,22
1749,7863,5
1750,14,39
1751,10247,74
1752,3544,73
1753,5073,21
1754,6149,12
1755,7863,44
1756,14,92
1757,10247,72
1758,3544,77
1759,5073,38
1760,6149,24
1761,7863,59
1762,14,50
1763,10247,28
1764,3544,4
1765,5073,17
1766,6149,15
1767,7863,66
1768,14,27
1769,10247,21
1770,3544,18
1771,5073,24
1772,6149,21
1773,7863,11
1774,14,70
1775,10247,5
1776,3544,88
1777,5073,15
1778,6149,6
1779,7863,46
1780,14,9
1781,10247,40
1782,3544,47
1783,5073,71
1784,6149,28
1785,7863,35
1786,14,11
1787,10247,75
1788,3544,35
1789,5073,4
1790,6149,5
1791,7863,51
1792,14,7
1793,10247,9
1794,3544,14
1795,5073,51
1796,6149,6
1797,7863,10
1798,14,5
1799,10247,23
1800,3544,11
1801,5073,16
1802,6149,24
1803,7863,37
1804,14,45
1805,10247,14
1806,3544,54
1807,5073,6
1808,6149,51
1809,7863,13
1810,14,74
1811,10247,40
1812,3544,23
1813,5073,32
1814,6149,31
1815,7863,5
1816,14,3
1817,10247,35
1818,3544,68
1819,5073,44
1820,6149,18
1821,7863,31
1822,14,77
1823,10247,28
1824,3544,59
1825,5073,77
1826,6149,16
1827,7863,14
1828,14,68
1829,10247,63
1830,3544,56
1831,5073,86
1832,6149,71
1833,7863,10
1834,14,88
1835,10247,56
1836,3544,25
1837,5073,66
1838,6149,60
1839,7863,55
1840,14,70
1841,10247,16
1842,3544,90
1843,5073,18
1844,6149,53
1845,7863,49
1846,14,79
1847,10247,31
1848,3544,34
1849,5073,19
1850,6149,40
1851,7863,34
1852,14,63
1853,10247,7
1854,3544,37
1855,5073,39
1856,6149,84
1857,7863,8
1858,14,75
1859,10247,21
1860,3544,51
1861,5073,8
1862,6149,36
1863,7863,93
1864,14,25
1865,10247,10
1866,3544,23
1867,5073,15
1868,6149,5
1869,7863,51
1870,14,31
1871,10247,99
1872,3544,51
1873,5073,11
1874,6149,24
1875,7863,73
1876,14,84
1877,10247,35
1878,3544,96
1879,5073,34
1880,6149,30
1881,7863,19
1882,14,21
1883,10247,2
1884,3544,29
1885,5073,81
1886,6149,88
1887,7863,63
1888,14,61
1889,10247,36
1890,3544,14
1891,5073,3
1892,6149,29
1893,7863,59
1894,14,3
1895,10247,9
1896,3544,43
1897,5073,32
1898,6149,70
1899,7863,78
1900,14,71
1901,10247,21
1902,3544,44
1903,5073,20
1904,6149,87
1905,7863,71
1906,14,17
1907,10247,66
1908,3544,61
1909,5073,60
1910,6149,64
1911,7863,45
1912,14,43
